,R,G,B
train_8602,54.402374267578125,81.83525085449219,90.81997680664062
train_8603,53.708251953125,70.02249145507812,51.28076171875
train_8604,68.59445190429688,85.63911437988281,80.92160034179688
train_8605,95.64695739746094,93.07923889160156,73.11557006835938
train_8606,39.6748046875,55.52049255371094,50.69160461425781
train_8607,6.6663055419921875,18.377792358398438,22.543197631835938
train_8608,166.7714385986328,173.89842224121094,166.18006896972656
train_8609,85.95591735839844,97.09336853027344,87.07049560546875
train_8610,154.1859130859375,164.01522827148438,157.8826141357422
train_8611,89.93197631835938,103.12593078613281,96.32292175292969
train_8612,62.66224670410156,76.380615234375,65.66226196289062
train_8613,89.94377136230469,87.10758972167969,76.30538940429688
train_8614,56.23054504394531,74.14265441894531,67.88636779785156
train_8615,98.76443481445312,104.49464416503906,94.61627197265625
train_8616,129.9193878173828,113.91525268554688,90.98713684082031
train_8617,112.705078125,115.19247436523438,104.20603942871094
train_8618,72.7403564453125,79.595947265625,62.3299560546875
train_8619,57.623260498046875,68.29100036621094,64.47084045410156
train_8620,63.8480224609375,77.57994079589844,72.4185791015625
train_8621,119.37498474121094,110.52891540527344,101.99382019042969
train_8622,46.644500732421875,61.43934631347656,55.97235107421875
train_8623,60.86016845703125,69.2740478515625,45.54804992675781
train_8624,34.09226989746094,49.1390380859375,47.409759521484375
train_8625,59.18585205078125,69.45216369628906,61.02952575683594
train_8626,50.4296875,62.60887145996094,48.37443542480469
train_8627,144.10244750976562,149.9142608642578,141.64096069335938
train_8628,53.01243591308594,67.02003479003906,61.2996826171875
train_8629,107.64662170410156,120.00682067871094,111.88905334472656
train_8630,53.28364562988281,61.73103332519531,43.19776916503906
train_8631,95.43670654296875,101.11151123046875,76.33708190917969
train_8632,94.66255187988281,90.81698608398438,70.67611694335938
train_8633,68.46076965332031,76.20968627929688,67.79183959960938
train_8634,128.86985778808594,121.34375,105.02618408203125
train_8635,44.36259460449219,47.25569152832031,14.847518920898438
train_8636,47.23677062988281,55.087493896484375,50.12629699707031
train_8637,80.42607116699219,88.85768127441406,79.25834655761719
train_8638,104.92926025390625,111.7918701171875,103.15827941894531
train_8639,154.4113311767578,140.02352905273438,125.69404602050781
train_8640,35.011749267578125,46.41459655761719,35.844268798828125
train_8641,138.39926147460938,126.28468322753906,108.07217407226562
train_8642,66.18588256835938,79.457763671875,73.35670471191406
train_8643,100.66708374023438,98.81205749511719,78.61991882324219
train_8644,88.88421630859375,89.10124206542969,69.97314453125
train_8645,33.0201416015625,42.7769775390625,39.201263427734375
train_8646,31.0408935546875,45.33116149902344,35.58441162109375
train_8647,128.27955627441406,135.52334594726562,127.99822998046875
train_8648,56.46173095703125,70.22882080078125,60.40919494628906
train_8649,33.48762512207031,47.205413818359375,38.64527893066406
train_8650,183.22544860839844,186.1719512939453,179.03074645996094
train_8651,51.17393493652344,68.73631286621094,50.88067626953125
train_8652,55.23216247558594,70.68476867675781,64.23419189453125
train_8653,122.19036865234375,133.78843688964844,129.17660522460938
train_8654,101.63600158691406,110.024658203125,97.38116455078125
train_8655,66.97135925292969,76.63418579101562,68.62605285644531
train_8656,95.69338989257812,104.67758178710938,99.81599426269531
train_8657,43.076904296875,56.22187805175781,63.11363220214844
train_8658,129.25863647460938,129.0078582763672,116.40029907226562
train_8659,33.534881591796875,45.957733154296875,39.85694885253906
train_8660,24.294891357421875,36.12983703613281,32.2562255859375
train_8661,131.32583618164062,120.44259643554688,102.05549621582031
train_8662,59.64823913574219,72.08975219726562,64.91566467285156
train_8663,93.11329650878906,96.77200317382812,79.45222473144531
train_8664,106.80848693847656,99.68215942382812,87.62254333496094
train_8665,42.34992980957031,57.56620788574219,50.94586181640625
train_8666,88.62294006347656,83.21487426757812,67.76051330566406
train_8667,24.5496826171875,41.92103576660156,35.9305419921875
train_8668,68.65266418457031,82.49171447753906,71.97933959960938
train_8669,73.78717041015625,89.34490966796875,78.19976806640625
train_8670,50.0325927734375,65.94451904296875,62.71174621582031
train_8671,40.96826171875,49.26329040527344,44.31361389160156
train_8672,52.07341003417969,45.60578918457031,28.111099243164062
train_8673,33.653167724609375,45.49891662597656,41.99029541015625
train_8674,45.86224365234375,54.96806335449219,50.226898193359375
train_8675,84.68582153320312,93.72743225097656,88.03607177734375
train_8676,48.4716796875,54.20204162597656,34.246368408203125
train_8677,89.64419555664062,108.01437377929688,104.02072143554688
train_8678,73.16488647460938,77.21440124511719,63.90724182128906
train_8679,67.25210571289062,77.03709411621094,58.72935485839844
train_8680,99.54293823242188,103.63673400878906,92.60690307617188
train_8681,63.81416320800781,68.91731262207031,61.43400573730469
train_8682,44.90545654296875,60.6402587890625,54.34294128417969
train_8683,61.33953857421875,71.27337646484375,61.14506530761719
train_8684,63.38334655761719,64.52471923828125,53.89613342285156
train_8685,56.20524597167969,70.90719604492188,62.52142333984375
train_8686,62.85101318359375,74.21522521972656,66.23248291015625
train_8687,119.47288513183594,124.20425415039062,115.20053100585938
train_8688,145.90931701660156,139.83816528320312,123.89639282226562
train_8689,85.417236328125,88.36793518066406,69.09974670410156
train_8690,99.24557495117188,99.69650268554688,69.91934204101562
train_8691,48.36073303222656,60.50004577636719,55.95965576171875
train_8692,96.619873046875,101.29472351074219,90.00454711914062
train_8693,83.11231994628906,90.95730590820312,76.39250183105469
train_8694,100.76637268066406,105.59912109375,87.19888305664062
train_8695,53.01045227050781,68.3048095703125,58.77433776855469
train_8696,67.70552062988281,72.44850158691406,60.757781982421875
train_8697,128.62423706054688,119.57060241699219,94.44718933105469
train_8698,48.30592346191406,65.40921020507812,64.21694946289062
train_8699,43.795654296875,59.83265686035156,57.61631774902344
train_8700,38.26664733886719,57.21070861816406,52.60050964355469
train_8701,48.44865417480469,59.31927490234375,60.477630615234375
train_8702,93.09825134277344,93.82791137695312,76.13433837890625
train_8703,139.70953369140625,138.94320678710938,126.22140502929688
train_8704,119.73780822753906,126.81228637695312,111.75534057617188
train_8705,203.0892791748047,198.73545837402344,187.5817413330078
train_8706,42.509429931640625,55.16361999511719,45.51972961425781
train_8707,41.84300231933594,59.65141296386719,55.89631652832031
train_8708,95.060791015625,101.62176513671875,90.25733947753906
train_8709,102.81236267089844,102.63606262207031,81.61563110351562
train_8710,44.09382629394531,57.589447021484375,49.37663269042969
train_8711,89.99574279785156,90.97724914550781,64.36097717285156
train_8712,73.74159240722656,77.28605651855469,59.24937438964844
train_8713,94.62989807128906,104.27505493164062,92.60841369628906
train_8714,43.65492248535156,59.56797790527344,57.214385986328125
train_8715,56.520263671875,67.78009033203125,62.26896667480469
train_8716,50.704193115234375,66.51220703125,52.519866943359375
train_8717,100.76385498046875,89.43388366699219,73.23432922363281
train_8718,42.34056091308594,55.45269775390625,49.59205627441406
train_8719,37.76243591308594,51.50157165527344,44.100006103515625
train_8720,111.72723388671875,120.108642578125,106.00990295410156
train_8721,53.2523193359375,68.70603942871094,61.54127502441406
train_8722,90.56634521484375,97.46563720703125,93.89289855957031
train_8723,57.62690734863281,59.817657470703125,51.83012390136719
train_8724,41.121063232421875,55.60307312011719,63.94696044921875
train_8725,67.00914001464844,76.04998779296875,69.2008056640625
train_8726,137.18142700195312,134.71994018554688,116.37338256835938
train_8727,104.44981384277344,120.75088500976562,108.93617248535156
train_8728,128.24435424804688,124.6710205078125,108.60897827148438
train_8729,135.92308044433594,127.74386596679688,112.74458312988281
train_8730,133.50738525390625,119.95198059082031,104.67750549316406
train_8731,232.32142639160156,221.6040802001953,214.00357055664062
train_8732,75.06378173828125,81.71134948730469,73.28433227539062
train_8733,68.12925720214844,84.28829956054688,78.14006042480469
train_8734,40.1563720703125,53.424835205078125,54.813812255859375
train_8735,45.131195068359375,58.93794250488281,58.885650634765625
train_8736,77.92805480957031,85.0633544921875,74.71939086914062
train_8737,49.4993896484375,62.19230651855469,56.04341125488281
train_8738,119.20014953613281,137.07020568847656,129.80133056640625
train_8739,120.15611267089844,123.68074035644531,102.58880615234375
train_8740,33.34330749511719,45.88957214355469,45.458526611328125
train_8741,45.12654113769531,59.152923583984375,56.92573547363281
train_8742,220.77694702148438,215.2395782470703,198.04444885253906
train_8743,99.57002258300781,106.51254272460938,97.84068298339844
train_8744,86.06001281738281,78.87901306152344,68.72746276855469
train_8745,111.88156127929688,112.69442749023438,95.14555358886719
train_8746,158.3673095703125,154.34869384765625,136.42022705078125
train_8747,114.57252502441406,119.80203247070312,110.32554626464844
train_8748,173.8780975341797,171.7401580810547,155.3853759765625
train_8749,105.61834716796875,104.40939331054688,89.65538024902344
train_8750,42.24310302734375,53.49189758300781,49.0428466796875
train_8751,50.26441955566406,64.72587585449219,59.257049560546875
train_8752,95.92893981933594,93.63471984863281,78.11836242675781
train_8753,74.06620788574219,78.8416748046875,64.43856811523438
train_8754,134.94602966308594,123.69931030273438,102.46910095214844
train_8755,136.0391387939453,120.14682006835938,97.01449584960938
train_8756,99.38394165039062,93.71632385253906,70.71295166015625
train_8757,40.07917785644531,47.576904296875,45.190673828125
train_8758,43.99092102050781,54.47966003417969,49.57810974121094
train_8759,55.82987976074219,67.20947265625,56.808319091796875
train_8760,22.063278198242188,37.730499267578125,34.90455627441406
train_8761,104.85128784179688,101.04306030273438,79.25444030761719
train_8762,33.595428466796875,48.132598876953125,39.61146545410156
train_8763,76.16020202636719,89.39706420898438,85.78004455566406
train_8764,112.22296142578125,115.42916870117188,96.15359497070312
train_8765,147.2333984375,143.25491333007812,131.6761016845703
train_8766,150.47003173828125,144.93214416503906,114.22038269042969
train_8767,69.16300964355469,69.40618896484375,59.41009521484375
train_8768,79.58656311035156,89.25099182128906,82.01400756835938
train_8769,26.658355712890625,43.9737548828125,42.92658996582031
train_8770,81.15000915527344,81.81317138671875,53.50885009765625
train_8771,94.47723388671875,107.34114074707031,92.32020568847656
train_8772,48.016937255859375,56.82862854003906,58.10310363769531
train_8773,219.83982849121094,214.25103759765625,195.19769287109375
train_8774,73.53826904296875,89.38636779785156,82.16006469726562
train_8775,41.52888488769531,47.27140808105469,30.896575927734375
train_8776,28.506668090820312,44.771026611328125,34.6148681640625
train_8777,30.60040283203125,47.3992919921875,35.85633850097656
train_8778,58.47813415527344,71.62187194824219,68.8336181640625
train_8779,17.271163940429688,29.555145263671875,17.391082763671875
train_8780,141.85018920898438,123.66749572753906,108.35159301757812
train_8781,51.585906982421875,66.33529663085938,62.015289306640625
train_8782,90.53219604492188,92.38859558105469,83.81822204589844
train_8783,66.33416748046875,73.92681884765625,64.35932922363281
train_8784,129.72183227539062,123.6646728515625,106.99093627929688
train_8785,99.177490234375,96.73434448242188,70.60379028320312
train_8786,126.49421691894531,124.98579406738281,114.13768005371094
train_8787,114.30427551269531,121.64584350585938,113.718017578125
train_8788,187.46456909179688,137.1621856689453,110.29985046386719
train_8789,46.64593505859375,45.55482482910156,14.247665405273438
train_8790,45.84092712402344,63.36695861816406,48.9222412109375
train_8791,46.59907531738281,55.35655212402344,43.50367736816406
train_8792,69.3670654296875,72.66157531738281,47.808441162109375
train_8793,96.63232421875,103.59527587890625,96.60134887695312
train_8794,59.7481689453125,79.00083923339844,75.93478393554688
train_8795,41.15919494628906,56.65324401855469,46.057220458984375
train_8796,30.780517578125,40.94468688964844,29.479537963867188
train_8797,62.45307922363281,48.46308898925781,21.096572875976562
train_8798,37.05169677734375,52.66363525390625,36.744110107421875
train_8799,125.69792175292969,125.48048400878906,105.99183654785156
train_8800,79.5933837890625,89.83537292480469,69.47763061523438
train_8801,39.586151123046875,56.06388854980469,47.27398681640625
train_8802,87.53604125976562,96.04600524902344,87.47671508789062
train_8803,90.82919311523438,96.24851989746094,87.93684387207031
train_8804,80.54609680175781,92.21641540527344,73.72248840332031
train_8805,160.65931701660156,156.3576202392578,145.73004150390625
train_8806,54.058197021484375,71.7623291015625,77.00509643554688
train_8807,69.48103332519531,85.1129150390625,73.66342163085938
train_8808,54.51417541503906,63.72084045410156,48.750823974609375
train_8809,140.8046875,140.88406372070312,120.15318298339844
train_8810,74.64944458007812,87.94667053222656,78.71200561523438
train_8811,88.185791015625,93.074951171875,76.20361328125
train_8812,40.34019470214844,51.9044189453125,46.954498291015625
train_8813,58.62895202636719,70.49478149414062,68.72021484375
train_8814,49.246826171875,61.26679992675781,36.9168701171875
train_8815,64.02035522460938,78.53494262695312,74.84535217285156
train_8816,138.26202392578125,143.7640380859375,136.63595581054688
train_8817,38.14872741699219,52.690216064453125,37.14186096191406
train_8818,57.055816650390625,68.95671081542969,57.05751037597656
train_8819,115.69830322265625,119.37416076660156,109.17514038085938
train_8820,78.61698913574219,84.91679382324219,74.70295715332031
train_8821,68.46369934082031,84.87629699707031,73.34298706054688
train_8822,48.374298095703125,62.942901611328125,54.463653564453125
train_8823,95.46699523925781,97.37498474121094,85.56846618652344
train_8824,25.910781860351562,40.73478698730469,38.64111328125
train_8825,38.83106994628906,53.32588195800781,50.840850830078125
train_8826,110.81669616699219,107.02578735351562,100.80018615722656
train_8827,54.99525451660156,71.61346435546875,58.33302307128906
train_8828,38.934051513671875,52.50514221191406,45.790313720703125
train_8829,50.52899169921875,68.50054931640625,51.78131103515625
train_8830,48.30732727050781,65.07649230957031,51.224029541015625
train_8831,119.854248046875,116.28718566894531,101.94131469726562
train_8832,59.32952880859375,70.04876708984375,65.05667114257812
train_8833,117.86674499511719,111.09501647949219,97.61894226074219
train_8834,56.564849853515625,64.12664794921875,59.4161376953125
train_8835,107.78230285644531,112.82691955566406,103.03675842285156
train_8836,157.6214599609375,157.89602661132812,146.43606567382812
train_8837,152.06063842773438,157.0210418701172,148.96365356445312
train_8838,48.43385314941406,52.285125732421875,44.80863952636719
train_8839,171.9988555908203,174.55923461914062,163.15647888183594
train_8840,160.80502319335938,163.53709411621094,151.03623962402344
train_8841,77.63825988769531,77.98965454101562,64.42405700683594
train_8842,64.35723876953125,77.89024353027344,70.11941528320312
train_8843,34.95356750488281,51.41094970703125,36.51161193847656
train_8844,79.50701904296875,84.77299499511719,65.70143127441406
train_8845,57.19227600097656,68.62103271484375,61.58563232421875
train_8846,58.89231872558594,76.52149963378906,63.089447021484375
train_8847,57.70738220214844,69.38336181640625,62.502685546875
train_8848,45.38102722167969,60.44606018066406,55.518463134765625
train_8849,62.215972900390625,73.73530578613281,63.58949279785156
train_8850,39.727508544921875,52.92759704589844,45.29878234863281
train_8851,109.42529296875,85.2928466796875,46.29669189453125
train_8852,140.7109832763672,141.8566436767578,128.7320098876953
train_8853,115.51310729980469,123.43031311035156,115.17530822753906
train_8854,153.5670928955078,157.44361877441406,139.49960327148438
train_8855,82.79319763183594,87.95880126953125,77.08403015136719
train_8856,213.05545043945312,216.27127075195312,208.3770294189453
train_8857,28.420547485351562,44.9716796875,42.224395751953125
train_8858,58.877288818359375,70.77255249023438,67.22248840332031
train_8859,60.78045654296875,70.2626953125,61.867950439453125
train_8860,132.9392852783203,139.2872314453125,132.28390502929688
train_8861,98.77323913574219,105.75907897949219,93.96627807617188
train_8862,110.00276184082031,91.37396240234375,74.89671325683594
train_8863,51.80303955078125,54.82356262207031,36.17478942871094
train_8864,123.92344665527344,140.07379150390625,141.525390625
train_8865,59.45399475097656,75.42454528808594,58.90211486816406
train_8866,30.05950927734375,45.4720458984375,34.07362365722656
train_8867,77.86756896972656,81.2474365234375,75.60740661621094
train_8868,51.565521240234375,55.115203857421875,46.88523864746094
train_8869,43.87596130371094,60.263671875,58.99958801269531
train_8870,106.50770568847656,104.34539794921875,88.42570495605469
train_8871,128.93861389160156,133.7775115966797,123.4923095703125
train_8872,131.0063018798828,116.08358764648438,99.51579284667969
train_8873,138.21005249023438,139.70730590820312,129.06065368652344
train_8874,42.858123779296875,59.16334533691406,55.395416259765625
train_8875,61.93218994140625,70.85719299316406,62.14945983886719
train_8876,62.98516845703125,66.70974731445312,58.605377197265625
train_8877,49.630218505859375,67.103515625,65.86125183105469
train_8878,50.20564270019531,64.96852111816406,56.62638854980469
train_8879,118.47456359863281,117.70437622070312,98.68191528320312
train_8880,177.18728637695312,179.6331787109375,166.60873413085938
train_8881,48.22404479980469,61.556640625,54.896392822265625
train_8882,63.07743835449219,79.26846313476562,78.11351013183594
train_8883,41.89109802246094,57.24458312988281,50.308746337890625
train_8884,149.05677795410156,153.22325134277344,146.86297607421875
train_8885,46.65379333496094,57.46319580078125,45.107177734375
train_8886,44.903533935546875,63.7813720703125,66.18365478515625
train_8887,51.53425598144531,67.10708618164062,61.79582214355469
train_8888,110.30570983886719,118.16143798828125,107.35795593261719
train_8889,113.60606384277344,104.21089172363281,99.86973571777344
train_8890,40.206695556640625,56.14019775390625,50.25616455078125
train_8891,113.30693054199219,109.74801635742188,84.22265625
train_8892,43.730987548828125,60.33842468261719,53.093017578125
train_8893,124.14628601074219,120.83944702148438,107.39996337890625
train_8894,146.2960662841797,148.61767578125,129.4467010498047
train_8895,165.7833709716797,171.25039672851562,165.11912536621094
train_8896,59.44520568847656,72.19221496582031,56.75334167480469
train_8897,53.30035400390625,66.65257263183594,60.204437255859375
train_8898,37.36859130859375,54.548675537109375,50.17291259765625
train_8899,67.41090393066406,73.6058349609375,64.36788940429688
train_8900,38.64323425292969,52.84031677246094,48.70570373535156
train_8901,60.19892883300781,68.02098083496094,56.51362609863281
train_8902,125.36335754394531,135.1998291015625,128.4706573486328
train_8903,74.08743286132812,82.11077880859375,79.13223266601562
train_8904,52.92315673828125,47.447601318359375,31.049880981445312
train_8905,81.90670776367188,85.91078186035156,70.77030944824219
train_8906,31.156036376953125,48.421112060546875,35.11399841308594
train_8907,43.481536865234375,48.819976806640625,41.137664794921875
train_8908,41.14369201660156,55.04887390136719,44.72491455078125
train_8909,51.83863830566406,68.38258361816406,50.59718322753906
train_8910,40.93013000488281,55.60699462890625,45.67828369140625
train_8911,31.637985229492188,44.4981689453125,41.47554016113281
train_8912,59.82347106933594,69.24603271484375,57.637451171875
train_8913,129.56716918945312,115.83110046386719,101.34022521972656
train_8914,48.24839782714844,57.41230773925781,50.25532531738281
train_8915,98.33770751953125,102.89823913574219,95.549560546875
train_8916,174.75083923339844,154.28265380859375,135.98573303222656
train_8917,143.5822296142578,140.54208374023438,113.87863159179688
train_8918,72.47727966308594,88.0382080078125,87.58486938476562
train_8919,87.78993225097656,89.78788757324219,69.07301330566406
train_8920,99.75437927246094,108.19473266601562,89.69355773925781
train_8921,42.17781066894531,51.2523193359375,48.3150634765625
train_8922,76.89012145996094,84.04193115234375,68.92291259765625
train_8923,138.0154571533203,124.35000610351562,111.72102355957031
train_8924,64.23797607421875,73.45863342285156,62.62675476074219
train_8925,127.89894104003906,120.97056579589844,107.54661560058594
train_8926,81.36663818359375,92.23977661132812,79.900634765625
train_8927,202.03675842285156,193.85821533203125,181.40130615234375
train_8928,157.6310577392578,143.79812622070312,126.91070556640625
train_8929,31.171493530273438,48.62614440917969,47.621856689453125
train_8930,137.86431884765625,121.99685668945312,106.16580200195312
train_8931,115.29420471191406,120.01324462890625,107.06639099121094
train_8932,73.971435546875,87.64625549316406,72.13786315917969
train_8933,54.73551940917969,69.47581481933594,68.95695495605469
train_8934,90.66552734375,87.41494750976562,73.47740173339844
train_8935,58.775909423828125,69.23783874511719,66.28889465332031
train_8936,103.85920715332031,108.98233032226562,100.22476196289062
train_8937,135.19668579101562,121.27763366699219,106.17506408691406
train_8938,100.24501037597656,100.70631408691406,90.25187683105469
train_8939,41.4105224609375,57.377105712890625,41.81517028808594
train_8940,76.06439208984375,91.9862060546875,87.30775451660156
train_8941,129.1725311279297,133.39476013183594,121.95472717285156
train_8942,88.02621459960938,99.795654296875,94.87396240234375
train_8943,52.71699523925781,70.67460632324219,70.92280578613281
train_8944,86.99369812011719,93.29434204101562,86.61013793945312
train_8945,98.77142333984375,94.03482055664062,75.26309204101562
train_8946,70.16542053222656,78.59205627441406,71.7147216796875
train_8947,54.81419372558594,71.98030090332031,58.66816711425781
train_8948,137.5876922607422,141.07919311523438,126.857177734375
train_8949,55.19322204589844,71.51673889160156,52.95880126953125
train_8950,77.37568664550781,85.71157836914062,69.13392639160156
train_8951,52.60972595214844,67.45756530761719,59.61820983886719
train_8952,65.63795471191406,72.41520690917969,57.701446533203125
train_8953,34.1800537109375,46.59698486328125,39.48045349121094
train_8954,65.11631774902344,84.38475036621094,69.90628051757812
train_8955,112.60174560546875,107.60296630859375,83.73605346679688
train_8956,44.13941955566406,55.03190612792969,49.580596923828125
train_8957,83.61251831054688,92.93299865722656,83.11590576171875
train_8958,50.933837890625,62.71409606933594,57.79972839355469
train_8959,38.46180725097656,55.45179748535156,41.502166748046875
train_8960,27.071487426757812,40.39744567871094,23.80548095703125
train_8961,238.2178955078125,223.68824768066406,230.30450439453125
train_8962,43.75634765625,54.952056884765625,42.170440673828125
train_8963,48.55006408691406,58.28297424316406,53.956024169921875
train_8964,103.91444396972656,113.74784851074219,103.73049926757812
train_8965,45.0091552734375,47.035614013671875,31.962783813476562
train_8966,129.6385498046875,134.27333068847656,120.72499084472656
train_8967,84.11579895019531,90.46943664550781,67.40341186523438
train_8968,90.04579162597656,87.42594909667969,65.01911926269531
train_8969,129.4312286376953,138.67193603515625,123.48382568359375
train_8970,54.10972595214844,65.80619812011719,50.948333740234375
train_8971,39.749847412109375,53.19056701660156,48.587127685546875
train_8972,145.28836059570312,130.9656524658203,104.79582214355469
train_8973,108.29853820800781,112.58477783203125,99.16842651367188
train_8974,50.106597900390625,64.4404296875,59.87171936035156
train_8975,53.64274597167969,58.594757080078125,52.150146484375
train_8976,41.69012451171875,59.851898193359375,56.34437561035156
train_8977,124.18730163574219,127.51193237304688,121.33322143554688
train_8978,131.0666046142578,133.87400817871094,122.86744689941406
train_8979,99.96778869628906,112.43841552734375,103.89111328125
train_8980,52.767791748046875,68.25485229492188,63.55517578125
train_8981,51.836181640625,63.95835876464844,50.204010009765625
train_8982,61.52679443359375,71.47235107421875,61.26170349121094
train_8983,60.48268127441406,67.27616882324219,56.016510009765625
train_8984,138.42425537109375,127.05313110351562,109.75914001464844
train_8985,46.766510009765625,60.20684814453125,53.92289733886719
train_8986,162.2532958984375,147.7579345703125,131.0010986328125
train_8987,115.27670288085938,127.01548767089844,115.68699645996094
train_8988,31.261474609375,45.83409118652344,36.552978515625
train_8989,45.914581298828125,61.08604431152344,47.49928283691406
train_8990,50.26591491699219,56.093292236328125,35.91981506347656
train_8991,53.29804992675781,67.33781433105469,66.59187316894531
train_8992,137.70921325683594,140.32505798339844,119.80007934570312
train_8993,60.08937072753906,74.54010009765625,65.57054138183594
train_8994,113.03111267089844,107.64811706542969,94.97465515136719
train_8995,42.65354919433594,52.05854797363281,51.05461120605469
train_8996,61.99981689453125,74.1954345703125,69.74655151367188
train_8997,53.5535888671875,67.086669921875,54.92851257324219
train_8998,51.19456481933594,78.48258972167969,87.23974609375
train_8999,73.11366271972656,92.04689025878906,90.00778198242188
train_9000,40.78240966796875,53.335174560546875,45.52838134765625
train_9001,42.2359619140625,59.23094177246094,50.09693908691406
train_9002,81.11874389648438,94.72798156738281,82.65670776367188
train_9003,125.69012451171875,120.42576599121094,104.34817504882812
train_9004,65.47003173828125,73.86268615722656,63.714996337890625
train_9005,128.67039489746094,121.21939086914062,101.74955749511719
train_9006,190.5654754638672,195.480224609375,187.81593322753906
train_9007,112.01414489746094,123.396240234375,110.95271301269531
train_9008,44.015045166015625,57.78631591796875,51.081329345703125
train_9009,53.426300048828125,54.275482177734375,37.34745788574219
train_9010,171.42752075195312,174.05784606933594,163.1075897216797
train_9011,84.87641906738281,82.87863159179688,66.48152160644531
train_9012,90.36723327636719,97.90257263183594,78.25553894042969
train_9013,79.74826049804688,90.20904541015625,72.24775695800781
train_9014,54.430419921875,71.09344482421875,65.81741333007812
train_9015,73.35896301269531,87.95927429199219,81.0228271484375
train_9016,81.74238586425781,94.39163208007812,86.58499145507812
train_9017,58.829376220703125,71.56709289550781,66.10202026367188
train_9018,78.01084899902344,77.81874084472656,68.53218078613281
train_9019,46.02046203613281,57.28999328613281,49.09169006347656
train_9020,81.45494079589844,78.34417724609375,68.0406494140625
train_9021,156.88650512695312,164.4550018310547,153.24444580078125
train_9022,70.45538330078125,86.3809814453125,75.09492492675781
train_9023,39.13911437988281,51.30940246582031,48.45855712890625
train_9024,71.16755676269531,81.77406311035156,69.80143737792969
train_9025,55.28724670410156,64.14048767089844,51.314117431640625
train_9026,67.26220703125,75.75151062011719,51.44505310058594
train_9027,106.41288757324219,114.73030090332031,104.91696166992188
train_9028,32.2294921875,39.4332275390625,32.49725341796875
train_9029,88.26063537597656,106.40353393554688,100.96066284179688
train_9030,65.81805419921875,79.29347229003906,70.58853149414062
train_9031,78.57740783691406,82.10159301757812,76.51533508300781
train_9032,44.370574951171875,50.436920166015625,15.832122802734375
train_9033,147.5730743408203,154.19398498535156,149.18124389648438
train_9034,49.24610900878906,62.60462951660156,58.12620544433594
train_9035,133.00717163085938,138.6810760498047,130.23497009277344
train_9036,149.88450622558594,160.9718475341797,155.11595153808594
train_9037,104.13923645019531,117.66743469238281,112.83631896972656
train_9038,122.81986999511719,116.34996032714844,101.52108764648438
train_9039,77.39982604980469,88.2066650390625,73.68132019042969
train_9040,32.83946228027344,47.15827941894531,37.45733642578125
train_9041,146.21681213378906,137.1065673828125,120.39060974121094
train_9042,87.83969116210938,100.93283081054688,92.68052673339844
train_9043,132.0946044921875,124.24911499023438,107.16012573242188
train_9044,39.95014953613281,48.40753173828125,43.29771423339844
train_9045,44.70994567871094,56.74958801269531,50.86610412597656
train_9046,25.252212524414062,37.837158203125,33.90986633300781
train_9047,70.06475830078125,84.26052856445312,68.40652465820312
train_9048,73.72602844238281,83.26821899414062,63.0599365234375
train_9049,48.41963195800781,64.06021118164062,63.257171630859375
train_9050,61.81101989746094,75.23464965820312,65.69914245605469
train_9051,84.38792419433594,93.90837097167969,85.79071044921875
train_9052,33.52081298828125,49.44358825683594,39.99945068359375
train_9053,103.766845703125,100.3177490234375,86.16255187988281
train_9054,60.847381591796875,73.44813537597656,67.12220764160156
train_9055,99.08268737792969,91.12307739257812,69.11602783203125
train_9056,151.57594299316406,142.49752807617188,120.09431457519531
train_9057,73.72669982910156,84.12632751464844,75.53440856933594
train_9058,28.027725219726562,40.60377502441406,30.160247802734375
train_9059,68.66949462890625,73.21868896484375,69.10173034667969
train_9060,109.65228271484375,115.92962646484375,104.96649169921875
train_9061,62.976165771484375,76.404296875,57.96369934082031
train_9062,165.61744689941406,169.38092041015625,156.67022705078125
train_9063,35.761688232421875,51.94877624511719,53.36456298828125
train_9064,57.878936767578125,70.5684814453125,63.9267578125
train_9065,46.89991760253906,50.5833740234375,42.68302917480469
train_9066,86.37498474121094,96.54608154296875,78.0614013671875
train_9067,32.40899658203125,44.54008483886719,36.13072204589844
train_9068,101.78878784179688,105.34080505371094,94.47215270996094
train_9069,51.54338073730469,66.60417175292969,60.906524658203125
train_9070,90.00064086914062,102.94667053222656,95.515380859375
train_9071,33.514862060546875,45.43133544921875,37.223480224609375
train_9072,81.59080505371094,88.46821594238281,76.54904174804688
train_9073,25.561111450195312,40.35243225097656,29.14971923828125
train_9074,67.91377258300781,82.04452514648438,78.82217407226562
train_9075,70.67535400390625,75.72784423828125,74.22599792480469
train_9076,64.35943603515625,74.014404296875,59.29508972167969
train_9077,38.050872802734375,55.763031005859375,49.84437561035156
train_9078,122.6556396484375,123.94827270507812,110.81521606445312
train_9079,31.498214721679688,44.677337646484375,40.66522216796875
train_9080,120.7249755859375,120.9053955078125,108.08468627929688
train_9081,54.01983642578125,66.55343627929688,58.44807434082031
train_9082,134.20689392089844,127.242919921875,105.04295349121094
train_9083,51.328521728515625,64.15211486816406,62.24333190917969
train_9084,36.464080810546875,47.59434509277344,40.42619323730469
train_9085,132.07606506347656,125.59121704101562,109.7918701171875
train_9086,60.940277099609375,65.20393371582031,51.548065185546875
